author_id,slot_count
809,15
629,14
715,8
652,8
659,7
963,7
626,6
1126,6
608,6
797,6
954,6
647,6
703150,6
1330,6
1294,5
823,5
925,5
927,5
1005,5
614,5
601,5
848,4
748,4
1251,4
835,4
1103,4
836,4
643,4
1253,4
967,4
637,4
813,4
702765,4
1346,3
675,3
702736,3
1238,3
602,3
1050,3
705159,3
1327,3
682,3
1092,3
1419,3
879,3
702710,3
625,3
720,3
595,3
1513,3
631,3
1543,3
770,3
980164,3
617,3
692,3
771,3
856,3
1321,3
714,3
621,3
704326,2
707,2
802,2
855,2
665,2
1512,2
703337,2
705320,2
1314,2
1043,2
1478,2
957,2
702708,2
1171,2
1485,2
1116,2
667,2
782,2
786,2
842,2
1071,2
641,2
790,2
702,2
719,2
905,2
593,2
703068,2
924,2
673,2
703627,2
1292,2
788,2
1561,2
703152,2
735,2
902,2
873,2
1431,2
1318,2
1003,2
845,2
1334,2
1475,2
702864,2
657,2
591,2
763,2
784,2
867,2
704,2
594,2
808,2
803,2
1343,2
1160,2
1200,2
1265,2
703740,2
624,2
1119,2
1317,2
1078,2
1379,2
1567,2
843,2
1579,2
1155,2
1526,2
651,2
1386,2
702715,2
726,2
998,2
1113,2
703178,2
666,2
768,2
912,2
695,2
846,1
987564,1
690,1
715355,1
931,1
939,1
705510,1
645,1
662,1
721,1
1518,1
742,1
715999,1
930,1
1008,1
1460,1
826,1
1406,1
679,1
1283,1
1353,1
1392,1
702738,1
1021,1
1430,1
702721,1
1248,1
1066,1
1442,1
1230,1
660,1
1351,1
1214,1
634,1
1227,1
702774,1
751,1
705332,1
702836,1
1188,1
851,1
717597,1
759,1
703879,1
1104,1
1577,1
762,1
1441,1
703988,1
1089,1
1370,1
703420,1
1312,1
1501,1
1316,1
702875,1
590,1
1017,1
1245,1
1552,1
949,1
1076,1
1336,1
702835,1
946,1
1102,1
1286,1
748725,1
701,1
684,1
717583,1
1212,1
1505,1
1337,1
984,1
702766,1
702732,1
1099,1
783,1
1034,1
747431,1
807,1
756,1
1128,1
1389,1
704188,1
1221,1
704315,1
1421,1
1456,1
703073,1
702768,1
804,1
693,1
1301,1
798,1
674,1
1347,1
880,1
1173,1
850,1
978,1
1225,1
606,1
918,1
717580,1
917,1
832,1
929,1
908,1
1226,1
630,1
748505,1
749,1
728,1
777,1
1361,1
1298,1
702852,1
703139,1
1088,1
928,1
1525,1
1199,1
1217,1
959,1
703445,1
1014,1
796,1
1026,1
685,1
743,1
704390,1
915,1
1167,1
704046,1
1601,1
712,1
712661,1
1402,1
865,1
1443,1
683,1
1141,1
1528,1
1191,1
1260,1
702858,1
1451,1
1057,1
940,1
697,1
1110,1
987830,1
1273,1
740328,1
1190,1
980404,1
669,1
727,1
883,1
1112,1
945,1
1578,1
702731,1
1150,1
1154,1
981,1
1281,1
671,1
1046,1
1131,1
975,1
1465,1
702773,1
1054,1
776827,1
704398,1
702843,1
696,1
733,1
976,1
717577,1
1349,1
1557,1
703876,1
825,1
938,1
1024,1
1063,1
1121,1
639,1
739313,1
1049,1
1582,1
893,1
747,1
1345,1
1303,1
774,1
815,1
661,1
833,1
1010,1
1133,1
822,1
1426,1
896,1
997118,1
1357,1
1529,1
1047,1
718,1
839,1
1218,1
922,1
